file	location	id	asserted_label	actual_label	matches	is_obsolete	replaced_by	consider
SOCS1.md	phenotypes[0].effects[0].term	HP:0002725	Systemic lupus erythematosus	Systemic lupus erythematosus	Yes	Yes		
SOCS1.md	phenotypes[0].effects[1].term	HP:0001973	Autoimmune thrombocytopenia	Autoimmune thrombocytopenia	Yes	Yes		
SOCS1.md	phenotypes[0].effects[2].term	HP:0002719	Recurrent infections	Recurrent infections	Yes	Yes		
SOCS1.md	phenotypes[0].effects[3].term	HP:0002960	Autoimmunity	Autoimmunity	Yes	Yes		
SOCS1.md	phenotypes[0].effects[4].term	HP:0004313	Decreased circulating immunoglobulin concentration	Decreased circulating immunoglobulin concentration	Yes	Yes		
SOCS1.md	phenotypes[0].effects[5].term	HP:0006516	Hypersensitivity pneumonitis	Hypersensitivity pneumonitis	Yes	Yes		
SOCS1.md	phenotypes[0].effects[6].term	HP:0002896	Hepatocellular carcinoma	Neoplasm of the liver	No	Yes		
SOCS1.md	phenotypes[0].effects[7].term	HP:0005523	Lymphoproliferative disorder	Lymphoproliferative disorder	Yes	Yes		
WNT3A.md	primary_functions[0].activity.term	GO:0005102	signaling receptor binding	signaling receptor binding	Yes	Yes		
WNT3A.md	primary_functions[0].location.term	GO:0005576	extracellular region	extracellular region	Yes	Yes		
WNT3A.md	primary_functions[0].complex.term	GO:1990851	Wnt signalosome	Wnt-Frizzled-LRP5/6 complex	No	Yes		
WNT3A.md	primary_functions[0].upstream[0].term	GO:0016055	Wnt signaling pathway	Wnt signaling pathway	Yes	Yes		
WNT3A.md	primary_functions[0].upstream[1].term	GO:0018359	protein O-linked glycosylation via serine	obsolete protein-heme P460 linkage via heme P460-bis-L-cysteine-L-tyrosine	No	Yes		
WNT3A.md	primary_functions[0].downstream[0].term	GO:0090263	positive regulation of canonical Wnt signaling pathway	positive regulation of canonical Wnt signaling pathway	Yes	Yes		
WNT3A.md	primary_functions[0].downstream[1].term	GO:0045893	positive regulation of DNA-templated transcription	positive regulation of DNA-templated transcription	Yes	Yes		
WNT3A.md	primary_functions[0].processes[0].term	GO:0060070	canonical Wnt signaling pathway	canonical Wnt signaling pathway	Yes	Yes		
WNT3A.md	primary_functions[0].processes[1].term	GO:0045165	cell fate commitment	cell fate commitment	Yes	Yes		
WNT3A.md	primary_functions[0].processes[2].term	GO:0008283	cell population proliferation	cell population proliferation	Yes	Yes		
WNT3A.md	primary_functions[0].roles[0].term	GO:0048018	receptor ligand activity	receptor ligand activity	Yes	Yes		
WNT3A.md	primary_functions[1].activity.term	GO:0008083	growth factor activity	growth factor activity	Yes	Yes		
WNT3A.md	primary_functions[1].location.term	GO:0055037	recycling endosome	recycling endosome	Yes	Yes		
WNT3A.md	primary_functions[1].processes[0].term	GO:0098727	maintenance of cell number	maintenance of cell number	Yes	Yes		
WNT3A.md	primary_functions[1].processes[1].term	GO:0019827	stem cell population maintenance	stem cell population maintenance	Yes	Yes		
WNT3A.md	primary_functions[1].processes[2].term	GO:0060349	bone morphogenesis	bone morphogenesis	Yes	Yes		
WNT3A.md	primary_functions[1].roles[0].term	GO:0048018	receptor ligand activity	receptor ligand activity	Yes	Yes		
WNT3A.md	primary_functions[2].activity.term	GO:0045669	positive regulation of osteoblast differentiation	positive regulation of osteoblast differentiation	Yes	Yes		
WNT3A.md	primary_functions[2].processes[0].term	GO:0001649	osteoblast differentiation	osteoblast differentiation	Yes	Yes		
WNT3A.md	primary_functions[2].processes[1].term	GO:0045778	positive regulation of ossification	positive regulation of ossification	Yes	Yes		
WNT3A.md	primary_functions[3].activity.term	GO:0021915	neural tube development	neural tube development	Yes	Yes		
WNT3A.md	primary_functions[3].processes[0].term	GO:0014033	neural crest cell differentiation	neural crest cell differentiation	Yes	Yes		
WNT3A.md	primary_functions[3].processes[1].term	GO:0021915	neural tube development	neural tube development	Yes	Yes		
WNT3A.md	phenotypes[0].effects[0].term	HP:0000924	Abnormality of the skeletal system	Abnormality of the skeletal system	Yes	Yes		
WNT3A.md	phenotypes[0].effects[1].term	HP:0002084	Encephalopathy	Encephalocele	No	Yes		
WNT3A.md	phenotypes[0].effects[2].term	HP:0001392	Abnormality of the liver	Abnormality of the liver	Yes	Yes		
WNT3A.md	phenotypes[0].effects[3].term	HP:0002664	Neoplasm	Neoplasm	Yes	Yes		
WNT3A.md	phenotypes[0].effects[4].term	MONDO:0019391	Tetra-amelia syndrome	Fanconi anemia	No	Yes		
WNT3A.md	phenotypes[1].effects[0].term	HP:0100013	Neoplasm of the breast	Neoplasm of the breast	Yes	Yes		
WNT3A.md	phenotypes[1].effects[1].term	HP:0012125	Prostate cancer	Prostate cancer	Yes	Yes		
WNT3A.md	phenotypes[1].effects[2].term	MONDO:0005575	Colorectal cancer	colorectal cancer	Yes	Yes		
WNT3A.md	phenotypes[1].effects[3].term	HP:0002669	Osteosarcoma	Osteosarcoma	Yes	Yes		
WNT3A.md	phenotypes[2].effects[0].term	HP:0000939	Osteoporosis	Osteoporosis	Yes	Yes		
WNT3A.md	phenotypes[2].effects[1].term	MONDO:0005148	Type 2 diabetes mellitus	type 2 diabetes mellitus	Yes	Yes		
JAK3.md	primary_functions[0].activity.term	GO:0004713	protein tyrosine kinase activity	protein tyrosine kinase activity	Yes	Yes		
JAK3.md	primary_functions[0].location.term	GO:0005737	cytoplasm	cytoplasm	Yes	Yes		
JAK3.md	primary_functions[0].upstream[0].term	GO:0004896	cytokine receptor activity	cytokine receptor activity	Yes	Yes		
JAK3.md	primary_functions[0].downstream[0].term	GO:0006468	protein phosphorylation	protein phosphorylation	Yes	Yes		
JAK3.md	primary_functions[0].processes[0].term	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	cell surface receptor signaling pathway via JAK-STAT	Yes	Yes		
JAK3.md	primary_functions[0].processes[1].term	GO:0038110	interleukin-2-mediated signaling pathway	interleukin-2-mediated signaling pathway	Yes	Yes		
JAK3.md	primary_functions[0].processes[2].term	GO:0038111	interleukin-7-mediated signaling pathway	interleukin-7-mediated signaling pathway	Yes	Yes		
JAK3.md	primary_functions[1].activity.term	GO:0030217	T cell differentiation	T cell differentiation	Yes	Yes		
JAK3.md	primary_functions[1].processes[0].term	GO:0030098	lymphocyte differentiation	lymphocyte differentiation	Yes	Yes		
JAK3.md	primary_functions[1].processes[1].term	GO:0042102	positive regulation of T cell proliferation	positive regulation of T cell proliferation	Yes	Yes		
JAK3.md	primary_functions[1].processes[2].term	GO:0001779	natural killer cell differentiation	natural killer cell differentiation	Yes	Yes		
JAK3.md	primary_functions[1].roles[0].term	GO:0030183	B cell differentiation	B cell differentiation	Yes	Yes		
JAK3.md	primary_functions[1].roles[1].term	GO:0045579	positive regulation of B cell differentiation	positive regulation of B cell differentiation	Yes	Yes		
JAK3.md	phenotypes[0].effects[0].term	MONDO:0010316	severe combined immunodeficiency due to JAK3 deficiency	FG syndrome 3	No	Yes		
JAK3.md	phenotypes[0].effects[1].term	HP:0005403	T lymphocytopenia	Decreased total T cell count	No	Yes		
JAK3.md	phenotypes[0].effects[2].term	HP:0040218	Reduced natural killer cell count	Reduced total natural killer cell count	No	Yes		
JAK3.md	phenotypes[0].effects[3].term	HP:0004313	Decreased circulating antibody level	Decreased circulating immunoglobulin concentration	No	Yes		
JAK3.md	phenotypes[0].effects[4].term	HP:0002719	Recurrent infections	Recurrent infections	Yes	Yes		
JAK3.md	phenotypes[0].effects[5].term	HP:0001508	Failure to thrive	Failure to thrive	Yes	Yes		
JAK3.md	phenotypes[1].effects[0].term	HP:0005523	Lymphoproliferative disorder	Lymphoproliferative disorder	Yes	Yes		
JAK3.md	phenotypes[1].effects[1].term	MONDO:0004963	T-cell acute lymphoblastic leukemia	T-cell acute lymphoblastic leukemia	Yes	Yes		
JAK3.md	phenotypes[1].effects[2].term	MONDO:0020084	NK-T cell lymphoma	obsolete lymphoproliferative disease associated with primary immune disease	No	Yes		
APC.md	primary_functions[0].activity.term	GO:0008013	beta-catenin binding	beta-catenin binding	Yes	Yes		
APC.md	primary_functions[0].location.term	GO:0005737	cytoplasm	cytoplasm	Yes	Yes		
APC.md	primary_functions[0].complex.term	GO:0030877	beta-catenin destruction complex	beta-catenin destruction complex	Yes	Yes		
APC.md	primary_functions[0].upstream[0].term	GO:0070411	I-SMAD binding	I-SMAD binding	Yes	Yes		
APC.md	primary_functions[0].upstream[1].term	GO:0034236	protein kinase A catalytic subunit binding	protein kinase A catalytic subunit binding	Yes	Yes		
APC.md	primary_functions[0].downstream[0].term	GO:0090090	negative regulation of canonical Wnt signaling pathway	negative regulation of canonical Wnt signaling pathway	Yes	Yes		
APC.md	primary_functions[0].downstream[1].term	GO:0006511	ubiquitin-dependent protein catabolic process	ubiquitin-dependent protein catabolic process	Yes	Yes		
APC.md	primary_functions[0].processes[0].term	GO:0016055	Wnt signaling pathway	Wnt signaling pathway	Yes	Yes		
APC.md	primary_functions[0].processes[1].term	GO:0030178	negative regulation of Wnt signaling pathway	negative regulation of Wnt signaling pathway	Yes	Yes		
APC.md	primary_functions[0].processes[2].term	GO:0051437	obsolete regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	obsolete positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition	No	Yes		
APC.md	primary_functions[0].roles[0].term	GO:0051434	BH3 domain binding	BH3 domain binding	Yes	Yes		
APC.md	primary_functions[1].activity.term	GO:0008017	microtubule binding	microtubule binding	Yes	Yes		
APC.md	primary_functions[1].location.term	GO:0000922	spindle pole	spindle pole	Yes	Yes		
APC.md	primary_functions[1].complex.term	GO:0008021	synaptic vesicle	synaptic vesicle	Yes	Yes		
APC.md	primary_functions[1].downstream[0].term	GO:0031122	cytoplasmic microtubule organization	cytoplasmic microtubule organization	Yes	Yes		
APC.md	primary_functions[1].downstream[1].term	GO:0030335	positive regulation of cell migration	positive regulation of cell migration	Yes	Yes		
APC.md	primary_functions[1].processes[0].term	GO:0007026	negative regulation of microtubule depolymerization	negative regulation of microtubule depolymerization	Yes	Yes		
APC.md	primary_functions[1].processes[1].term	GO:0000278	mitotic cell cycle	mitotic cell cycle	Yes	Yes		
APC.md	primary_functions[1].processes[2].term	GO:0051301	cell division	cell division	Yes	Yes		
APC.md	primary_functions[1].roles[0].term	GO:0015631	tubulin binding	tubulin binding	Yes	Yes		
APC.md	primary_functions[2].activity.term	GO:2000178	negative regulation of neural precursor cell proliferation	negative regulation of neural precursor cell proliferation	Yes	Yes		
APC.md	primary_functions[2].location.term	GO:0060077	inhibitory synapse	inhibitory synapse	Yes	Yes		
APC.md	primary_functions[2].downstream[0].term	GO:0045596	negative regulation of cell differentiation	negative regulation of cell differentiation	Yes	Yes		
APC.md	primary_functions[2].downstream[1].term	GO:0043066	negative regulation of apoptotic process	negative regulation of apoptotic process	Yes	Yes		
APC.md	primary_functions[2].processes[0].term	GO:0048730	epidermis morphogenesis	epidermis morphogenesis	Yes	Yes		
APC.md	primary_functions[2].processes[1].term	GO:0060729	intestinal epithelial structure maintenance	intestinal epithelial structure maintenance	Yes	Yes		
APC.md	primary_functions[2].processes[2].term	GO:0098727	maintenance of cell number	maintenance of cell number	Yes	Yes		
APC.md	primary_functions[2].roles[0].term	GO:0140297	DNA-binding transcription factor binding	DNA-binding transcription factor binding	Yes	Yes		
APC.md	phenotypes[0].effects[0].term	HP:0003003	Colon cancer	Colon cancer	Yes	Yes		
APC.md	phenotypes[0].effects[1].term	MONDO:0021056	Familial adenomatous polyposis	familial adenomatous polyposis 1	No	Yes		
APC.md	phenotypes[0].effects[2].term	HP:0100244	Fibroma	Fibrosarcoma	No	Yes		
APC.md	phenotypes[0].effects[3].term	HP:0009593	Abnormality of the retinal pigment epithelium	Peripheral schwannoma	No	Yes		
APC.md	phenotypes[0].effects[4].term	HP:0100031	Neoplasm of the thyroid gland	Neoplasm of the thyroid gland	Yes	Yes		
APC.md	phenotypes[1].effects[0].term	HP:0003003	Colon cancer	Colon cancer	Yes	Yes		
APC.md	phenotypes[1].effects[1].term	HP:0100242	Sarcoma	Sarcoma	Yes	Yes		
APC.md	phenotypes[1].effects[2].term	HP:0100834	Neoplasm of the large intestine	Neoplasm of the large intestine	Yes	Yes		
APC.md	phenotypes[2].effects[0].term	HP:0005227	Adenomatous colonic polyposis	Adenomatous colonic polyposis	Yes	Yes		
APC.md	phenotypes[2].effects[1].term	HP:0040276	Adenoma of large intestine	Adenocarcinoma of the colon	No	Yes		
STAT3.md	primary_functions[0].activity.term	GO:0003700	DNA-binding transcription factor activity	DNA-binding transcription factor activity	Yes	Yes		
STAT3.md	primary_functions[0].location.term	GO:0005634	nucleus	nucleus	Yes	Yes		
STAT3.md	primary_functions[0].cell_type.term	CL:0000182	hepatocyte	hepatocyte	Yes	Yes		
STAT3.md	primary_functions[0].gross_anatomy.term	UBERON:0002107	liver	liver	Yes	Yes		
STAT3.md	primary_functions[0].downstream[0].term	GO:0045944	positive regulation of transcription by RNA polymerase II	positive regulation of transcription by RNA polymerase II	Yes	Yes		
STAT3.md	primary_functions[0].processes[0].term	GO:0006953	acute-phase response	acute-phase response	Yes	Yes		
STAT3.md	primary_functions[1].activity.term	GO:0003700	DNA-binding transcription factor activity	DNA-binding transcription factor activity	Yes	Yes		
STAT3.md	primary_functions[1].location.term	GO:0005634	nucleus	nucleus	Yes	Yes		
STAT3.md	primary_functions[1].cell_type.term	CL:0000899	T-helper 17 cell	T-helper 17 cell	Yes	Yes		
STAT3.md	primary_functions[1].downstream[0].term	GO:0045944	positive regulation of transcription by RNA polymerase II	positive regulation of transcription by RNA polymerase II	Yes	Yes		
STAT3.md	primary_functions[1].processes[0].term	GO:2000318	positive regulation of T-helper 17 type immune response	positive regulation of T-helper 17 type immune response	Yes	Yes		
STAT3.md	primary_functions[2].activity.term	GO:0003700	DNA-binding transcription factor activity	DNA-binding transcription factor activity	Yes	Yes		
STAT3.md	primary_functions[2].location.term	GO:0005634	nucleus	nucleus	Yes	Yes		
STAT3.md	primary_functions[2].upstream[0].term	GO:0042976	activation of Janus kinase activity	activation of Janus kinase activity	Yes	Yes		
STAT3.md	primary_functions[2].downstream[0].term	GO:0045944	positive regulation of transcription by RNA polymerase II	positive regulation of transcription by RNA polymerase II	Yes	Yes		
STAT3.md	primary_functions[2].processes[0].term	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	cell surface receptor signaling pathway via JAK-STAT	Yes	Yes		
STAT3.md	primary_functions[2].processes[1].term	GO:0070102	interleukin-6-mediated signaling pathway	interleukin-6-mediated signaling pathway	Yes	Yes		
STAT3.md	primary_functions[2].processes[2].term	GO:0071222	cellular response to lipopolysaccharide	cellular response to lipopolysaccharide	Yes	Yes		
STAT3.md	primary_functions[2].processes[3].term	GO:0006915	apoptotic process	apoptotic process	Yes	Yes		
STAT3.md	primary_functions[2].processes[4].term	GO:0006953	acute-phase response	acute-phase response	Yes	Yes		
STAT3.md	primary_functions[2].roles[0].term	GO:0042803	protein homodimerization activity	protein homodimerization activity	Yes	Yes		
STAT3.md	primary_functions[2].roles[1].term	GO:0019901	protein kinase binding	protein kinase binding	Yes	Yes		
STAT3.md	phenotypes[0].effects[0].term	HP:0003212	Increased circulating IgE concentration	Increased circulating IgE concentration	Yes	Yes		
STAT3.md	phenotypes[0].effects[1].term	MONDO:0007818	hyper-IgE recurrent infection syndrome 1, autosomal dominant	hyper-IgE recurrent infection syndrome 1, autosomal dominant	Yes	Yes		
STAT3.md	phenotypes[0].effects[2].term	HP:0002719	Recurrent infections	Recurrent infections	Yes	Yes		
STAT3.md	phenotypes[0].effects[3].term	HP:0006297	Enamel hypoplasia	Enamel hypoplasia	Yes	Yes		
STAT3.md	phenotypes[0].effects[4].term	HP:0002650	Scoliosis	Scoliosis	Yes	Yes		
STAT3.md	phenotypes[0].effects[5].term	HP:0002728	Chronic mucocutaneous candidiasis	Chronic mucocutaneous candidiasis	Yes	Yes		
STAT3.md	phenotypes[1].effects[0].term	HP:0004808	Acute myeloid leukemia	Acute myeloid leukemia	Yes	Yes		
STAT3.md	phenotypes[1].effects[1].term	HP:0001875	Decreased total neutrophil count	Decreased total neutrophil count	Yes	Yes		
STAT3.md	phenotypes[2].effects[0].term	HP:0002960	Autoimmunity	Autoimmunity	Yes	Yes		
STAT3.md	phenotypes[2].effects[1].term	HP:0002716	Lymphadenopathy	Lymphadenopathy	Yes	Yes		
STAT3.md	phenotypes[2].effects[2].term	HP:0004322	Short stature	Short stature	Yes	Yes		
AXIN1.md	primary_functions[0].activity.term	GO:0008013	beta-catenin binding	beta-catenin binding	Yes	Yes		
AXIN1.md	primary_functions[0].location.term	GO:0005737	cytoplasm	cytoplasm	Yes	Yes		
AXIN1.md	primary_functions[0].complex.term	GO:0030877	beta-catenin destruction complex	beta-catenin destruction complex	Yes	Yes		
AXIN1.md	primary_functions[0].upstream[0].term	GO:0070412	R-SMAD binding	R-SMAD binding	Yes	Yes		
AXIN1.md	primary_functions[0].upstream[1].term	GO:0019901	protein kinase binding	protein kinase binding	Yes	Yes		
AXIN1.md	primary_functions[0].downstream[0].term	GO:0090090	negative regulation of canonical Wnt signaling pathway	negative regulation of canonical Wnt signaling pathway	Yes	Yes		
AXIN1.md	primary_functions[0].downstream[1].term	GO:0016567	protein ubiquitination	protein ubiquitination	Yes	Yes		
AXIN1.md	primary_functions[0].processes[0].term	GO:0030178	negative regulation of Wnt signaling pathway	negative regulation of Wnt signaling pathway	Yes	Yes		
AXIN1.md	primary_functions[0].processes[1].term	GO:0060070	canonical Wnt signaling pathway	canonical Wnt signaling pathway	Yes	Yes		
AXIN1.md	primary_functions[0].processes[2].term	GO:0006511	ubiquitin-dependent protein catabolic process	ubiquitin-dependent protein catabolic process	Yes	Yes		
AXIN1.md	primary_functions[0].roles[0].term	GO:0032947	protein-containing complex scaffold activity	[Term not found]	No	No		
AXIN1.md	primary_functions[1].activity.term	GO:0070411	I-SMAD binding	I-SMAD binding	Yes	Yes		
AXIN1.md	primary_functions[1].location.term	GO:0005634	nucleus	nucleus	Yes	Yes		
AXIN1.md	primary_functions[1].upstream[0].term	GO:0005160	transforming growth factor beta receptor binding	transforming growth factor beta receptor binding	Yes	Yes		
AXIN1.md	primary_functions[1].downstream[0].term	GO:0060395	SMAD protein signal transduction	SMAD protein signal transduction	Yes	Yes		
AXIN1.md	primary_functions[1].processes[0].term	GO:0007179	transforming growth factor beta receptor signaling pathway	transforming growth factor beta receptor signaling pathway	Yes	Yes		
AXIN1.md	primary_functions[1].processes[1].term	GO:0048511	rhythmic process	rhythmic process	Yes	Yes		
AXIN1.md	primary_functions[1].processes[2].term	GO:0007254	JNK cascade	JNK cascade	Yes	Yes		
AXIN1.md	primary_functions[1].roles[0].term	GO:0030159	signaling receptor complex adaptor activity	signaling receptor complex adaptor activity	Yes	Yes		
AXIN1.md	primary_functions[2].activity.term	GO:0051438	regulation of ubiquitin-protein transferase activity	regulation of ubiquitin-protein transferase activity	Yes	Yes		
AXIN1.md	primary_functions[2].location.term	GO:0005634	nucleus	nucleus	Yes	Yes		
AXIN1.md	primary_functions[2].downstream[0].term	GO:0008285	negative regulation of cell population proliferation	negative regulation of cell population proliferation	Yes	Yes		
AXIN1.md	primary_functions[2].downstream[1].term	GO:0042127	regulation of cell population proliferation	regulation of cell population proliferation	Yes	Yes		
AXIN1.md	primary_functions[2].processes[0].term	GO:0001889	liver development	liver development	Yes	Yes		
AXIN1.md	primary_functions[2].processes[1].term	GO:0060729	intestinal epithelial structure maintenance	intestinal epithelial structure maintenance	Yes	Yes		
AXIN1.md	primary_functions[2].roles[0].term	GO:0051117	ATPase binding	ATPase binding	Yes	Yes		
AXIN1.md	phenotypes[0].effects[0].term	HP:0002896	Neoplasm of the liver	Neoplasm of the liver	Yes	Yes		
AXIN1.md	phenotypes[0].effects[1].term	MONDO:0007256	Hepatocellular carcinoma	hepatocellular carcinoma	Yes	Yes		
AXIN1.md	phenotypes[0].effects[2].term	HP:0003003	Colon cancer	Colon cancer	Yes	Yes		
AXIN1.md	phenotypes[0].effects[3].term	HP:0100007	Neoplasm of the adrenal medulla	Neoplasm of the peripheral nervous system	No	Yes		
AXIN1.md	phenotypes[1].effects[0].term	HP:0000252	Microcephaly	Microcephaly	Yes	Yes		
AXIN1.md	phenotypes[1].effects[1].term	HP:0002084	Encephalocele	Encephalocele	Yes	Yes		
AXIN1.md	phenotypes[1].effects[2].term	HP:0000238	Hydrocephalus	Hydrocephalus	Yes	Yes		
AXIN1.md	phenotypes[2].effects[0].term	HP:0003002	Breast carcinoma	Breast carcinoma	Yes	Yes		
AXIN1.md	phenotypes[2].effects[1].term	HP:0001513	Obesity	Obesity	Yes	Yes		
JAK2.md	primary_functions[0].activity.term	GO:0004713	protein tyrosine kinase activity	protein tyrosine kinase activity	Yes	Yes		
JAK2.md	primary_functions[0].location.term	GO:0005737	cytoplasm	cytoplasm	Yes	Yes		
JAK2.md	primary_functions[0].upstream[0].term	GO:0004896	cytokine receptor activity	cytokine receptor activity	Yes	Yes		
JAK2.md	primary_functions[0].downstream[0].term	GO:0006468	protein phosphorylation	protein phosphorylation	Yes	Yes		
JAK2.md	primary_functions[0].processes[0].term	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	cell surface receptor signaling pathway via JAK-STAT	Yes	Yes		
JAK2.md	primary_functions[0].processes[1].term	GO:0038163	erythropoietin signaling pathway	thrombopoietin-mediated signaling pathway	No	Yes		
JAK2.md	primary_functions[0].processes[2].term	GO:0060333	type II interferon-mediated signaling pathway	type II interferon-mediated signaling pathway	Yes	Yes		
JAK2.md	primary_functions[1].activity.term	GO:0030218	erythrocyte differentiation	erythrocyte differentiation	Yes	Yes		
JAK2.md	primary_functions[1].processes[0].term	GO:0038162	erythropoietin-mediated signaling pathway	erythropoietin-mediated signaling pathway	Yes	Yes		
JAK2.md	primary_functions[1].processes[1].term	GO:0030219	megakaryocyte differentiation	megakaryocyte differentiation	Yes	Yes		
JAK2.md	primary_functions[1].roles[0].term	GO:0045648	positive regulation of erythrocyte differentiation	positive regulation of erythrocyte differentiation	Yes	Yes		
JAK2.md	primary_functions[1].roles[1].term	GO:0045654	positive regulation of megakaryocyte differentiation	positive regulation of megakaryocyte differentiation	Yes	Yes		
JAK2.md	phenotypes[0].effects[0].term	HP:0001903	Anemia	Anemia	Yes	Yes		
JAK2.md	phenotypes[0].effects[1].term	HP:0005528	Bone marrow hypocellularity	Bone marrow hypocellularity	Yes	Yes		
JAK2.md	phenotypes[1].effects[0].term	MONDO:0009817	polycythemia vera	autosomal recessive osteopetrosis 5	No	Yes		
JAK2.md	phenotypes[1].effects[1].term	MONDO:0005170	essential thrombocythemia	myeloid neoplasm	No	Yes		
JAK2.md	phenotypes[1].effects[2].term	MONDO:0009692	primary myelofibrosis	primary myelofibrosis	Yes	Yes		
JAK2.md	phenotypes[1].effects[3].term	HP:0001900	Increased hemoglobin	Increased circulating hemoglobin concentration	No	Yes		
JAK2.md	phenotypes[1].effects[4].term	HP:0001907	Thromboembolism	Thromboembolism	Yes	Yes		
SOCS3.md	primary_functions[0].activity.term	GO:0004860	protein kinase inhibitor activity	protein kinase inhibitor activity	Yes	Yes		
SOCS3.md	primary_functions[0].location.term	GO:0005737	cytoplasm	cytoplasm	Yes	Yes		
SOCS3.md	primary_functions[0].upstream[0].term	GO:0070102	interleukin-6-mediated signaling pathway	interleukin-6-mediated signaling pathway	Yes	Yes		
SOCS3.md	primary_functions[0].upstream[1].term	GO:0033210	leptin-mediated signaling pathway	leptin-mediated signaling pathway	Yes	Yes		
SOCS3.md	primary_functions[0].downstream[0].term	GO:0046627	negative regulation of insulin receptor signaling pathway	negative regulation of insulin receptor signaling pathway	Yes	Yes		
SOCS3.md	primary_functions[0].processes[0].term	GO:0050728	negative regulation of inflammatory response	negative regulation of inflammatory response	Yes	Yes		
SOCS3.md	primary_functions[0].processes[1].term	GO:0001959	regulation of cytokine-mediated signaling pathway	regulation of cytokine-mediated signaling pathway	Yes	Yes		
SOCS3.md	primary_functions[1].activity.term	GO:0019221	cytokine-mediated signaling pathway	cytokine-mediated signaling pathway	Yes	Yes		
SOCS3.md	primary_functions[1].processes[0].term	GO:0045444	fat cell differentiation	fat cell differentiation	Yes	Yes		
SOCS3.md	primary_functions[1].processes[1].term	GO:0030335	positive regulation of cell migration	positive regulation of cell migration	Yes	Yes		
SOCS3.md	primary_functions[1].roles[0].term	GO:0032868	response to insulin	response to insulin	Yes	Yes		
SOCS3.md	primary_functions[1].roles[1].term	GO:0014070	response to organic cyclic compound	obsolete response to organic cyclic compound	No	Yes		
SOCS3.md	phenotypes[0].effects[0].term	HP:0001511	Intrauterine growth retardation	Intrauterine growth retardation	Yes	Yes		
SOCS3.md	phenotypes[0].effects[1].term	HP:0012649	Increased inflammatory response	Increased inflammatory response	Yes	Yes		
SOCS3.md	phenotypes[0].effects[2].term	HP:0011897	Neutrophilia	Increased total neutrophil count	No	Yes		
SOCS3.md	phenotypes[0].effects[3].term	HP:0001369	Arthritis	Arthritis	Yes	Yes		
SOCS3.md	phenotypes[0].effects[4].term	HP:0001513	Obesity	Obesity	Yes	Yes		
SOCS3.md	phenotypes[0].effects[5].term	HP:0000855	Insulin resistance	Insulin resistance	Yes	Yes		
SOCS3.md	phenotypes[1].effects[0].term	HP:0000855	Insulin resistance	Insulin resistance	Yes	Yes		
SOCS3.md	phenotypes[1].effects[1].term	HP:0001513	Obesity	Obesity	Yes	Yes		
SOCS3.md	phenotypes[1].effects[2].term	HP:0001399	Hepatic failure	Hepatic failure	Yes	Yes		
SOCS3.md	phenotypes[1].effects[3].term	HP:0012649	Increased inflammatory response	Increased inflammatory response	Yes	Yes		
JAK1.md	primary_functions[0].activity.term	GO:0004713	protein tyrosine kinase activity	protein tyrosine kinase activity	Yes	Yes		
JAK1.md	primary_functions[0].location.term	GO:0005737	cytoplasm	cytoplasm	Yes	Yes		
JAK1.md	primary_functions[0].upstream[0].term	GO:0004896	cytokine receptor activity	cytokine receptor activity	Yes	Yes		
JAK1.md	primary_functions[0].downstream[0].term	GO:0006468	protein phosphorylation	protein phosphorylation	Yes	Yes		
JAK1.md	primary_functions[0].processes[0].term	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	cell surface receptor signaling pathway via JAK-STAT	Yes	Yes		
JAK1.md	primary_functions[0].processes[1].term	GO:0060337	type I interferon-mediated signaling pathway	type I interferon-mediated signaling pathway	Yes	Yes		
JAK1.md	primary_functions[0].processes[2].term	GO:0060333	type II interferon-mediated signaling pathway	type II interferon-mediated signaling pathway	Yes	Yes		
JAK1.md	primary_functions[0].roles[0].term	GO:0030183	B cell differentiation	B cell differentiation	Yes	Yes		
JAK1.md	phenotypes[0].effects[0].term	HP:0004430	Severe combined immunodeficiency	Severe combined immunodeficiency	Yes	Yes		
JAK1.md	phenotypes[0].effects[1].term	HP:0002719	Recurrent infections	Recurrent infections	Yes	Yes		
JAK1.md	phenotypes[0].effects[2].term	HP:0005403	T lymphocytopenia	Decreased total T cell count	No	Yes		
JAK1.md	phenotypes[0].effects[3].term	HP:0040218	Reduced natural killer cell count	Reduced total natural killer cell count	No	Yes		
JAK1.md	phenotypes[1].effects[0].term	HP:0001433	Hepatosplenomegaly	Hepatosplenomegaly	Yes	Yes		
JAK1.md	phenotypes[1].effects[1].term	HP:0033041	Cytokine storm	Cytokine storm	Yes	Yes		
JAK1.md	phenotypes[1].effects[2].term	HP:0001880	Eosinophilia	Increased total eosinophil count	No	Yes		
JAK1.md	phenotypes[1].effects[3].term	HP:0000964	Eczema	Eczematoid dermatitis	No	Yes		
TCF7L2.md	primary_functions[0].activity.term	GO:0003700	DNA-binding transcription factor activity	DNA-binding transcription factor activity	Yes	Yes		
TCF7L2.md	primary_functions[0].location.term	GO:0005634	nucleus	nucleus	Yes	Yes		
